Sex_Code_Text,Ethnic_Code_Text,LegalStatus,CustodyStatus,MaritalStatus,ScoreText,age,priors_count
Male,Hispanic,Pretrial,Jail Inmate,Single,High,28.0,10.0
Male,Hispanic,Pretrial,Jail Inmate,Single,High,28.0,10.0
Male,Hispanic,Pretrial,Jail Inmate,Single,High,28.0,10.0
Male,Hispanic,Pretrial,Jail Inmate,Single,High,28.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,36.0,0.0
Male,Hispanic,Pretrial,Pretrial Defendant,Single,Low,39.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,55.0,13.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,55.0,13.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,55.0,13.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,55.0,13.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,55.0,13.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,38.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,38.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,38.0,5.0
Female,African-American,Pretrial,Jail Inmate,Separated,Medium,41.0,6.0
Female,Caucasian,Pretrial,Jail Inmate,Married,Low,55.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,49.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,49.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,49.0,3.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,31.0,5.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,20.0,0.0
Male,Hispanic,Pretrial,Pretrial Defendant,Married,Low,30.0,0.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,47.0,3.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,22.0,5.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,22.0,5.0
Male,Caucasian,Other,Probation,Single,Low,32.0,2.0
Male,Caucasian,Other,Probation,Single,Low,32.0,2.0
Male,Caucasian,Other,Probation,Single,Low,32.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,30.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,30.0,3.0
Male,African-American,Pretrial,Jail Inmate,Married,High,29.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,36.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,33.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,33.0,3.0
Female,Caucasian,Other,Probation,Single,Low,39.0,0.0
Male,African-American,Pretrial,Jail Inmate,Separated,Low,51.0,0.0
Male,Caucasian,Other,Probation,Separated,Low,41.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,27.0,0.0
Male,Native American,Pretrial,Pretrial Defendant,Single,High,26.0,11.0
Male,Native American,Pretrial,Pretrial Defendant,Single,High,26.0,11.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,20.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,27.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,35.0,4.0
Male,African-American,Post Sentence,Probation,Single,High,22.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,32.0,14.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,23.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,23.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,23.0
Male,Other,Pretrial,Jail Inmate,Single,Low,27.0,0.0
Female,Hispanic,Pretrial,Jail Inmate,Single,Low,22.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,High,19.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,High,19.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,8.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Low,23.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,63.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,63.0,8.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,41.0,10.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,41.0,10.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,35.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,51.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,40.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,20.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,31.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,20.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,20.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,30.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,30.0,9.0
Female,Caucasian,Post Sentence,Probation,Separated,Low,54.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,52.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,High,52.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Low,56.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,31.0,8.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,31.0,8.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,34.0,3.0
Male,Hispanic,Other,Probation,Single,Medium,22.0,1.0
Male,Hispanic,Other,Probation,Single,Medium,22.0,1.0
Male,Hispanic,Other,Probation,Single,Medium,22.0,1.0
Male,Hispanic,Other,Probation,Single,Medium,22.0,1.0
Male,Hispanic,Other,Probation,Single,Medium,22.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,39.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,0.0
Female,Caucasian,Pretrial,Pretrial Defendant,Widowed,Low,57.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,48.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,48.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,24.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,24.0,4.0
Female,African-American,Pretrial,Jail Inmate,Single,High,42.0,3.0
Female,African-American,Pretrial,Jail Inmate,Single,High,42.0,3.0
Female,African-American,Pretrial,Jail Inmate,Single,High,44.0,11.0
Female,African-American,Pretrial,Jail Inmate,Single,High,44.0,11.0
Female,African-American,Pretrial,Jail Inmate,Single,High,44.0,11.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,39.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,59.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,59.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,59.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,59.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,59.0,10.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,46.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,32.0,3.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,32.0,3.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,25.0,1.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,34.0,2.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,34.0,2.0
Female,Caucasian,Pretrial,Jail Inmate,Married,Low,42.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Low,53.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Separated,Medium,26.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,42.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,20.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,46.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,High,27.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,High,42.0,6.0
Female,African-American,Pretrial,Jail Inmate,Single,High,42.0,6.0
Male,African-American,Post Sentence,Probation,Single,High,22.0,1.0
Male,African-American,Post Sentence,Probation,Single,High,22.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,33.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,21.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,33.0,6.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,30.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,30.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,27.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Separated,Low,28.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,43.0,9.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,54.0,8.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,54.0,8.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,29.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,25.0,1.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,25.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,21.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,56.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,38.0,1.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,38.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,31.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,33.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,26.0,2.0
Male,Native American,Pretrial,Jail Inmate,Single,Low,50.0,0.0
Male,Native American,Pretrial,Jail Inmate,Single,Low,50.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,5.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,36.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,36.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Divorced,Low,62.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,4.0
Male,Hispanic,Pretrial,Jail Inmate,Unknown,Low,29.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Low,37.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,19.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,19.0,3.0
Male,Hispanic,Pretrial,Jail Inmate,Widowed,High,53.0,9.0
Male,Hispanic,Pretrial,Jail Inmate,Widowed,High,53.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Married,Low,32.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,23.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,23.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,20.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,13.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,52.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,22.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,22.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,22.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,22.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,33.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,33.0,1.0
Female,Caucasian,Pretrial,Jail Inmate,Married,Low,44.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,7.0
Male,Other,Pretrial,Jail Inmate,Married,Low,57.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Unknown,Low,71.0,1.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,20.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,20.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,High,20.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,27.0,1.0
Male,Other,Pretrial,Jail Inmate,Married,Medium,49.0,7.0
Male,Other,Pretrial,Jail Inmate,Married,Medium,49.0,7.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,36.0,3.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,36.0,3.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,36.0,3.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,36.0,3.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,38.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,31.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,23.0,1.0
Male,African-American,Pretrial,Jail Inmate,Divorced,Medium,39.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Low,58.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Low,58.0,0.0
Male,Other,Pretrial,Jail Inmate,Married,Low,65.0,0.0
Male,Other,Pretrial,Jail Inmate,Married,Low,65.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,54.0,22.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,54.0,22.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,54.0,22.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,54.0,22.0
Male,Caucasian,Post Sentence,Probation,Single,Low,50.0,0.0
Male,Caucasian,Post Sentence,Probation,Single,Low,50.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,6.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,35.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,54.0,22.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,54.0,22.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,54.0,22.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,54.0,22.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,19.0,3.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,19.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,20.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,20.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,0.0
Female,Caucasian,Post Sentence,Probation,Divorced,Low,52.0,3.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,28.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,28.0,2.0
Male,Other,Pretrial,Jail Inmate,Married,Low,57.0,0.0
Male,Other,Pretrial,Jail Inmate,Married,Low,37.0,0.0
Male,Other,Pretrial,Jail Inmate,Married,Low,37.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,1.0
Female,Other,Pretrial,Jail Inmate,Single,Low,25.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,34.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,35.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,35.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,35.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,19.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,19.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,19.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,28.0,0.0
Male,Other,Pretrial,Jail Inmate,Single,Low,57.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,23.0,0.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,34.0,2.0
Female,Caucasian,Pretrial,Jail Inmate,Significant Other,Low,40.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,20.0,1.0
Female,Other,Pretrial,Jail Inmate,Single,Low,48.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,36.0,7.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,39.0,8.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,39.0,8.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,39.0,8.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,39.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,63.0,4.0
Female,Other,Pretrial,Jail Inmate,Single,Medium,22.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,25.0,3.0
Male,African-American,Pretrial,Jail Inmate,Unknown,Low,35.0,0.0
Male,African-American,Pretrial,Jail Inmate,Unknown,Low,35.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,4.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,23.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,23.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,23.0,2.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,High,50.0,14.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,High,50.0,14.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,High,50.0,14.0
Male,African-American,Pretrial,Jail Inmate,Single,High,47.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,47.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,29.0,11.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,29.0,11.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,29.0,11.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,High,20.0,2.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,High,20.0,2.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,High,20.0,2.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,29.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,44.0,8.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,53.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,34.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,34.0,1.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,22.0,3.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,22.0,3.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,36.0,19.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,36.0,19.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,28.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,28.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,28.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,28.0,4.0
Female,Caucasian,Pretrial,Pretrial Defendant,Married,Low,39.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,30.0,21.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,30.0,21.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,30.0,21.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,30.0,21.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,30.0,21.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,42.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,26.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,20.0,0.0
Male,Other,Pretrial,Jail Inmate,Single,Low,21.0,3.0
Male,Other,Pretrial,Jail Inmate,Single,Low,21.0,3.0
Male,Other,Pretrial,Jail Inmate,Single,Low,21.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,39.0,13.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Low,41.0,0.0
Male,Hispanic,Post Sentence,Probation,Married,Low,41.0,2.0
Male,African-American,Post Sentence,Probation,Divorced,Low,37.0,0.0
Male,African-American,Post Sentence,Probation,Divorced,Low,37.0,0.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Medium,26.0,3.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Medium,26.0,3.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Medium,26.0,3.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,32.0,0.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,High,28.0,4.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,52.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,67.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,67.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,67.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,67.0,5.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,30.0,7.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,34.0,2.0
Male,African-American,Pretrial,Jail Inmate,Married,High,34.0,11.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,55.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,19.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,19.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,19.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,19.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,19.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,19.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,19.0,1.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,33.0,0.0
Male,African-American,Conditional Release,Probation,Married,High,31.0,19.0
Male,African-American,Conditional Release,Probation,Married,High,31.0,19.0
Male,African-American,Conditional Release,Probation,Married,High,31.0,19.0
Male,African-American,Conditional Release,Probation,Married,High,31.0,19.0
Male,African-American,Pretrial,Jail Inmate,Separated,Medium,58.0,12.0
Male,African-American,Pretrial,Jail Inmate,Separated,Medium,58.0,12.0
Male,African-American,Pretrial,Jail Inmate,Separated,Medium,58.0,12.0
Male,Caucasian,Pretrial,Pretrial Defendant,Widowed,Low,77.0,5.0
Male,Caucasian,Pretrial,Pretrial Defendant,Widowed,Low,39.0,3.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,29.0,1.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,29.0,1.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,29.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,42.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,5.0
Female,Caucasian,Pretrial,Jail Inmate,Separated,High,36.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,Low,59.0,2.0
Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,Low,59.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,37.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,37.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,37.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,71.0,2.0
Female,Caucasian,Post Sentence,Probation,Divorced,High,54.0,9.0
Female,Caucasian,Post Sentence,Probation,Divorced,High,54.0,9.0
Female,Caucasian,Post Sentence,Probation,Divorced,High,54.0,9.0
Male,Caucasian,Post Sentence,Probation,Single,Low,30.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,29.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,38.0,18.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,27.0,14.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,23.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,26.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,26.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,58.0,4.0
Male,African-American,Pretrial,Jail Inmate,Widowed,Medium,23.0,3.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,65.0,23.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,47.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,47.0,0.0
Female,Caucasian,Post Sentence,Probation,Single,Medium,30.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,69.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,71.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Separated,Medium,35.0,8.0
Male,African-American,Pretrial,Pretrial Defendant,Separated,Medium,35.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,9.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,23.0,0.0
Male,Other,Pretrial,Jail Inmate,Single,Low,38.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,26.0,0.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Low,36.0,3.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,19.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,42.0,24.0
Male,African-American,Pretrial,Jail Inmate,Single,High,42.0,24.0
Male,African-American,Pretrial,Jail Inmate,Single,High,42.0,24.0
Male,African-American,Pretrial,Jail Inmate,Single,High,24.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,24.0,3.0
Male,Asian,Pretrial,Jail Inmate,Married,Low,35.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,26.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,59.0,12.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,34.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,High,59.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,59.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,59.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,59.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,32.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,2.0
